"From (Date)","To (Date)","Town","Super (PMS)","Diesel (AGO)","Kerosene (IK)"
"15/11/2024","14/12/2024","Marsabit","189.09","176.49","159.82"
"15/11/2024","14/12/2024","Liboi","188.11","175.51","158.84"
"15/11/2024","14/12/2024","Moyale","190.79","178.2","161.52"
"15/11/2024","14/12/2024","Sololo","189.78","177.18","160.5"
"15/11/2024","14/12/2024","Habaswein","188.02","175.43","158.76"
"15/11/2024","14/12/2024","Dadaab","186.62","174.02","157.35"
"15/11/2024","14/12/2024","Tarbaj","190.44","177.85","161.17"
"15/11/2024","14/12/2024","Elwak","192.17","179.57","162.89"
"15/11/2024","14/12/2024","Wajir","190.61","178.01","161.33"
"15/11/2024","14/12/2024","Modogashe","188.18","175.58","158.91"
"15/11/2024","14/12/2024","Mandera","194.66","182.07","165.39"
"15/11/2024","14/12/2024","Matuu","181.62","169.02","152.35"
"15/11/2024","14/12/2024","Merti","186.4","173.8","157.12"
"15/11/2024","14/12/2024","Oldonyiro","183.19","170.59","153.92"
"15/11/2024","14/12/2024","Eldas","192.51","179.92","163.24"
"15/11/2024","14/12/2024","Bute","189.33","176.74","160.06"
"15/11/2024","14/12/2024","Hadado","187.82","175.22","158.55"
"15/11/2024","14/12/2024","Mai Mahiu","180.79","168.19","151.52"
"15/11/2024","14/12/2024","Doldo","183.55","170.96","154.28"
"15/11/2024","14/12/2024","Lamuria","182.61","170.01","153.34"
"15/11/2024","14/12/2024","Sipili","183.54","170.94","154.27"
"15/11/2024","14/12/2024","Marimanti","183.14","170.54","153.86"
"15/11/2024","14/12/2024","Mutuobare","182.42","169.83","153.15"
"15/11/2024","14/12/2024","North Horr","190.12","177.53","160.85"
"15/11/2024","14/12/2024","Maikona","188.64","176.04","159.36"
"15/11/2024","14/12/2024","Kalacha","189.22","176.62","159.95"
"15/11/2024","14/12/2024","Loyangalani","189.29","176.69","160.02"
"15/11/2024","14/12/2024","Turbi","189.08","176.48","159.81"
"15/11/2024","14/12/2024","Laisamis","186.08","173.49","156.81"
"15/11/2024","14/12/2024","Merille","185.76","173.16","156.48"
"15/11/2024","14/12/2024","Korr","187.1","174.5","157.82"
"15/11/2024","14/12/2024","Nakuru","179.87","167.63","151.01"
"15/11/2024","14/12/2024","Gilgil","179.82","167.59","150.96"
"15/11/2024","14/12/2024","Mogotio","179.81","167.57","150.95"
"15/11/2024","14/12/2024","Molo","179.9","167.67","151.04"
"15/11/2024","14/12/2024","Olenguruone","180.66","168.42","151.8"
"15/11/2024","14/12/2024","Londiani","180.15","167.91","151.29"
"15/11/2024","14/12/2024","Nyahururu","180.14","167.9","151.26"
"15/11/2024","14/12/2024","Archers Post","183.34","171.1","154.48"
"15/11/2024","14/12/2024","Lodosoit","184.52","172.28","155.66"
"15/11/2024","14/12/2024","Naivasha","180.22","167.98","151.36"
"15/11/2024","14/12/2024","Marigat","180.65","168.41","151.79"
"15/11/2024","14/12/2024","Kabarnet","181.17","168.94","152.31"
"15/11/2024","14/12/2024","Maralal","182.34","170.1","153.48"
"15/11/2024","14/12/2024","Wamba","183.24","171.01","154.38"
"15/11/2024","14/12/2024","Rumuruti","180.72","168.48","151.86"
"15/11/2024","14/12/2024","Eldoret","180.68","168.45","151.82"
"15/11/2024","14/12/2024","Kiplombe","180.68","168.45","151.82"
"15/11/2024","14/12/2024","Iten","180.68","168.45","151.82"
"15/11/2024","14/12/2024","Naiberi","180.68","168.45","151.82"
"15/11/2024","14/12/2024","Kesses","180.68","168.45","151.82"
"15/11/2024","14/12/2024","Kapsabet","180.7","168.47","151.84"
"15/11/2024","14/12/2024","Webuye","181.15","168.91","152.28"
"15/11/2024","14/12/2024","Kitale","181.08","168.84","152.22"
"15/11/2024","14/12/2024","Kapenguria","181.76","169.52","152.9"
"15/11/2024","14/12/2024","Bungoma","181.51","169.27","152.64"
"15/11/2024","14/12/2024","Moiben","180.7","168.47","151.84"
"15/11/2024","14/12/2024","Matunda","180.67","168.44","151.81"
"15/11/2024","14/12/2024","Burnt Forest","180.63","168.4","151.77"
"15/11/2024","14/12/2024","Tambach","180.73","168.49","151.87"
"15/11/2024","14/12/2024","Kapsowar","181.23","168.99","152.37"
"15/11/2024","14/12/2024","Chebara","181.1","168.87","152.24"
"15/11/2024","14/12/2024","Kimwarer","181.02","168.79","152.16"
"15/11/2024","14/12/2024","Timboroa","180.94","168.7","152.08"
"15/11/2024","14/12/2024","Nandi Hills","180.9","168.66","152.03"
"15/11/2024","14/12/2024","Kaiboi","180.74","168.51","151.88"
"15/11/2024","14/12/2024","Kiminini","181.27","169.04","152.41"
"15/11/2024","14/12/2024","Endebes","181.64","169.41","152.78"
"15/11/2024","14/12/2024","Saboti","181.3","169.06","152.44"
"15/11/2024","14/12/2024","Chepareria","181.98","169.74","153.12"
"15/11/2024","14/12/2024","Lomut","183.72","171.48","154.86"
"15/11/2024","14/12/2024","Burgich","182.42","170.18","153.56"
"15/11/2024","14/12/2024","Sigor","182.56","170.32","153.7"
"15/11/2024","14/12/2024","Lodwar","185.17","172.94","156.31"
"15/11/2024","14/12/2024","Kakuma","186.89","174.65","158.03"
"15/11/2024","14/12/2024","Lokichar","184.1","171.87","155.24"
"15/11/2024","14/12/2024","Kalokol","185.99","173.76","157.13"
"15/11/2024","14/12/2024","Lokori","184.5","172.26","155.64"
"15/11/2024","14/12/2024","Lokitaung","189.09","176.85","160.23"
"15/11/2024","14/12/2024","Kapedo","183.72","171.48","154.86"
"15/11/2024","14/12/2024","Malaba","181.93","169.71","153.07"
"15/11/2024","14/12/2024","Lokichogio","188.16","175.93","159.3"
"15/11/2024","14/12/2024","Ziwa","180.9","168.66","152.03"
"15/11/2024","14/12/2024","Soy","180.69","168.45","151.82"
"15/11/2024","14/12/2024","Moi's Bridge","180.76","168.52","151.89"
"15/11/2024","14/12/2024","Turbo","180.63","168.4","151.77"
"15/11/2024","14/12/2024","Kibish","189.35","177.11","160.49"
"15/11/2024","14/12/2024","Nakalale","188.08","175.84","159.22"
"15/11/2024","14/12/2024","Loima","184.23","171.99","155.37"
"15/11/2024","14/12/2024","Lokiriama","185.91","173.68","157.05"
"15/11/2024","14/12/2024","Kainuk","182.91","170.67","154.05"
"15/11/2024","14/12/2024","Kacheliba","182.19","169.95","153.33"
"15/11/2024","14/12/2024","Kiwawa","182.84","170.6","153.98"
"15/11/2024","14/12/2024","Ortum","182.4","170.16","153.54"
"15/11/2024","14/12/2024","Kachibora","181.1","168.87","152.24"
"15/11/2024","14/12/2024","Kwanza","181.87","169.64","153"
"15/11/2024","14/12/2024","Kaplamai","181.13","168.9","152.27"
"15/11/2024","14/12/2024","Eldama Ravine","181.58","169.34","152.71"
"15/11/2024","14/12/2024","Tenges","181.73","169.5","152.87"
"15/11/2024","14/12/2024","Barwessa","181.85","169.62","152.99"
"15/11/2024","14/12/2024","Kipsaraman","182.83","170.59","153.97"
"15/11/2024","14/12/2024","Loruk","182.69","170.45","153.83"
"15/11/2024","14/12/2024","Kabartonjo","181.58","169.34","152.71"
"15/11/2024","14/12/2024","Tindiret","181.64","169.41","152.78"
"15/11/2024","14/12/2024","O'lessos","180.76","168.52","151.89"
"15/11/2024","14/12/2024","Kobujoi","181.19","168.95","152.33"
"15/11/2024","14/12/2024","Serem","181.27","169.04","152.41"
"15/11/2024","14/12/2024","Kabiyet","180.69","168.45","151.82"
"15/11/2024","14/12/2024","Cheptulu","181.15","168.91","152.28"
"15/11/2024","14/12/2024","Songor","181.73","169.5","152.87"
"15/11/2024","14/12/2024","Kapcherop","181.34","169.1","152.48"
"15/11/2024","14/12/2024","Sambalat","182.07","169.85","153.21"
"15/11/2024","14/12/2024","Arror","181.7","169.46","152.84"
"15/11/2024","14/12/2024","Tot","181.92","169.69","153.06"
"15/11/2024","14/12/2024","Kaptarakwa","180.9","168.66","152.03"
"15/11/2024","14/12/2024","Kapese","184.07","171.83","155.2"
"15/11/2024","14/12/2024","Kalemngorok","183.41","171.17","154.55"
"15/11/2024","14/12/2024","Marich","182.32","170.08","153.46"
"15/11/2024","14/12/2024","Alale","182.84","170.6","153.98"
"15/11/2024","14/12/2024","Kunyao","182.48","170.24","153.62"
"15/11/2024","14/12/2024","Asilong","182.04","169.8","153.18"
"15/11/2024","14/12/2024","Orolwo","182.07","169.85","153.21"
